287,70250,1191,-4266,2562,-5482,28280,-22602,-72,225,-102,-7245,28848,-21475
288,70500,1458,-4310,2319,-7780,28978,-21016,-84,226,-90,-9505,29409,-19783
289,70750,1716,-4327,2062,-10029,29496,-19301,-96,225,-78,-11706,29788,-17968
290,71000,1962,-4317,1794,-12216,29833,-17466,-107,223,-66,-13835,29984,-16042
291,71250,2196,-4280,1515,-14329,29986,-15524,-118,220,-53,-15878,29994,-14018
292,71500,2416,-4217,1227,-16352,29954,-13486,-127,215,-40,-17824,29820,-11907
293,71750,2620,-4128,932,-18275,29737,-11365,-136,209,-26,-19659,29462,-9723
294,72000,2807,-4013,632,-20086,29337,-9174,-144,201,-13,-21374,28922,-7479
295,72250,2977,-3873,329,-21772,28756,-6927,-151,192,1,-22956,28204,-5189
296,72500,3128,-3709,25,-23324,27998,-4636,-157,182,15,-24397,27312,-2866
297,72750,3259,-3522,-279,-24733,27067,-2317,-163,171,28,-25688,26252,-526
298,73000,3369,-3313,-581,-25989,25969,16,-167,159,41,-26820,25030,1817
299,73250,3458,-3084,-879,-27084,24711,2349,-170,146,54,-27787,23653,4149
300,73500,3526,-2835,-1171,-28013,23301,4668,-172,132,67,-28583,22131,6455
301,73750,3571,-2569,-1455,-28769,21747,6958,-173,117,79,-29202,20472,8722
302,74000,3593,-2287,-1729,-29348,20059,9205,-172,102,91,-29642,18687,10934
303,74250,3593,-1990,-1992,-29746,18247,11395,-171,85,102,-29898,16787,13080
304,74500,3570,-1681,-2243,-29960,16323,13515,-169,69,112,-29971,14783,15145
305,74750,3525,-1362,-2479,-29989,14299,15552,-165,51,122,-29858,12689,17116
306,75000,3458,-1034,-2699,-29834,12186,17492,-161,34,131,-29562,10515,18982
307,75250,3368,-700,-2902,-29495,9998,19325,-156,16,139,-29083,8278,20731
308,75500,3258,-361,-3087,-28974,7748,21039,-149,-2,146,-28425,5989,22352
309,75750,3127,-20,-3253,-28274,5451,22623,-142,-20,153,-27591,3663,23835
310,76000,2977,322,-3397,-27400,3120,24068,-133,-37,158,-26588,1314,25171
311,76250,2807,661,-3521,-26357,769,25364,-124,-55,162,-25420,-1042,26352
312,76500,2620,997,-3622,-25151,-1586,26504,-114,-72,166,-24096,-3392,27371
313,76750,2416,1327,-3700,-23791,-3931,27480,-104,-89,168,-22623,-5721,28221
314,77000,2197,1648,-3755,-22284,-6252,28287,-93,-105,169,-21011,-8015,28897
315,77250,1964,1960,-3787,-20639,-8534,28920,-81,-120,169,-19270,-10260,29394
316,77500,1719,2259,-3795,-18867,-10764,29374,-68,-135,168,-17409,-12441,29711
317,77750,1462,2545,-3779,-16979,-12928,29647,-55,-149,166,-15441,-14546,29844
318,78000,1196,2815,-3739,-14986,-15011,29738,-42,-162,164,-13378,-16561,29793
319,78250,923,3068,-3675,-12901,-17003,29645,-29,-174,159,-11233,-18473,29559
320,78500,643,3302,-3589,-10736,-18889,29369,-15,-185,154,-9018,-20272,29142
321,78750,359,3516,-3480,-8505,-20659,28913,-1,-195,149,-6747,-21946,28546
322,79000,72,3708,-3350,-6222,-22301,28278,12,-204,142,-4435,-23485,27774
323,79250,-215,3878,-3198,-3900,-23807,27468,26,-211,134,-2096,-24879,26830
324,79500,-502,4023,-3026,-1554,-25165,26489,40,-217,125,256,-26119,25721
325,79750,-785,4144,-2835,802,-26368,25347,53,-222,116,2607,-27198,24454
326,80000,-1065,4240,-2626,3152,-27409,24049,66,-226,106,4942,-28110,23035
